Staff_ID,Staff_Name,DATE_OF_JOINING,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,claims_handled,fraud_claims_handled,fraud_rate_handled,employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,employee_origin_country,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,Insider_Risk_Label,Access_Time,Record_Accessed,Override_Activity,Investigation_Outcome
AGENT00641,Tom Lee,2014-09-10,20251 North 75th Avenue,#1046,Glendale,AZ,85308,1.0,0.0,0.0,Human Resources,Campus A,Secretary,6,0,2,0,1,0,Israel,15,0,0,0,0,0.0,0,0,0,0,0,0,2026-06-08 20:35:30.545411,CLM029375,No override recorded,No findings
AGENT00642,Toni Singh,1998-10-03,82 Linnmore Drive,,Manchester,CT,6040,8.0,3.0,0.375,R&D Department,Campus C,Systems Engineer,1,0,3,0,0,0,Canada,0,0,102,0,0,0.0,0,0,0,0,0,1,2026-09-06 20:35:30.545445,CLM027983,No override recorded,Under investigation
AGENT00643,Alicia Richards,2017-07-02,13531 West 72nd Drive,,Arvada,CO,80005,8.0,4.0,0.5,Information Technology,Campus A,Enterprise Systems Developer (ERP / CRM / SAP),15,1,2,0,0,0,Ethiopia,9,0,35,0,0,0.0,0,2,1,0,1,0,2026-03-22 20:35:30.545478,CLM036949,No override recorded,No findings
AGENT00644,James Castlen,1995-03-09,3142 West Finger Road,,Fayetteville,AR,72701,19.0,6.0,0.3157894736842105,R&D Department,Campus C,Algorithm Engineer,7,0,3,0,0,0,Israel,0,0,37,0,0,0.0,0,1,1,0,0,0,2026-06-22 20:35:30.545509,CLM008185,No override recorded,No findings
AGENT00645,Anthony Joshi,2011-03-12,780 South Wilmington Avenue,#107,Fayetteville,AR,72701,6.0,2.0,0.3333333333333333,Security and Information Security,Campus C,Security Officer,4,1,3,0,0,0,Israel,0,0,0,0,1,2.0,0,0,0,0,0,0,2026-08-16 20:35:30.545540,CLM032666,Approved above authority limit,Unsubstantiated
AGENT00646,Emma Tubbs,2000-07-19,8757 Lamar Circle,,Arvada,CO,80003,77.0,22.0,0.2857142857142857,Information Technology,Campus C,Systems and Network Administrator,15,0,1,0,0,1,Ukraine,0,0,46,0,0,0.0,0,2,1,0,0,0,2026-04-07 20:35:30.545572,CLM006675,No override recorded,No findings
AGENT00647,Jefferson Tadlock,2006-07-19,16 Clark Street,,,VT,5150,37.0,5.0,0.13513513513513514,Marketing and Business Development,Campus A,Account Manager,7,0,1,1,0,0,Israel,41,13,0,0,0,0.0,0,1,1,0,0,0,2026-06-09 20:35:30.545603,CLM011155,No override recorded,No findings
AGENT00648,Melody Koontz,2016-08-08,903 Burton Avenue,,Louisville,KY,40208,54.0,8.0,0.14814814814814814,Operations and Manufacturing,Campus A,Manufacturing Engineer,25,0,1,0,0,0,Israel,16,4,0,0,0,0.0,0,0,0,0,0,0,2026-07-04 20:35:30.545632,CLM030055,No override recorded,No findings
AGENT00649,Maria Briggs,2004-06-09,8 Chestnut Street,,Winchester,MA,1890,54.0,14.0,0.25925925925925924,R&D Department,Campus B,Secretary,13,0,2,0,0,0,Israel,0,0,34,0,0,0.0,0,2,1,0,1,0,2026-05-02 20:35:30.545662,CLM025068,No override recorded,Unsubstantiated
AGENT00650,Marvin Robinson,2010-01-04,2014 Clemens Road,,Oakland,CA,94602,34.0,9.0,0.2647058823529412,R&D Department,Campus C,Head of R&D,15,1,2,0,0,0,Israel,0,0,35,0,0,0.0,0,0,0,0,0,0,2026-07-26 20:35:30.545693,CLM036051,No override recorded,No findings
AGENT00651,Ernestine Baxter,2012-02-08,125 13th Street Northeast,,Washington,DC,20002,3.0,1.0,0.3333333333333333,R&D Department,Campus C,Algorithm Engineer,5,0,3,1,0,0,Ukraine,8,1,0,0,0,0.0,0,1,1,0,0,0,2026-04-02 20:35:30.545723,CLM027032,No override recorded,No findings
AGENT00652,Emily Kilgore,2015-07-05,10 Dalry Lane,,Savannah,GA,31419,28.0,4.0,0.14285714285714285,Project Management,Campus B,Project Manager,14,1,1,0,0,0,Israel,12,0,0,0,0,0.0,0,0,0,0,0,0,2026-03-22 20:35:30.545755,CLM032613,Approved above authority limit,No findings
AGENT00653,William Stewart,1995-06-21,5813 Hammermill Loop,,Montgomery,AL,36116,40.0,8.0,0.2,Marketing and Business Development,Campus B,Marketing Manager,14,0,1,0,0,1,France,1,0,0,0,0,0.0,0,1,1,0,0,0,2026-07-28 20:35:30.545786,CLM011378,No override recorded,No findings
AGENT00654,Dominique Touhey,2015-10-28,7728 Twin Oaks Road,,Severn,MD,21144,57.0,12.0,0.21052631578947367,Operations and Manufacturing,Campus C,Logistics Manager,16,0,1,0,0,0,France,107,0,0,0,0,0.0,0,2,1,0,0,1,2026-06-04 20:35:30.545818,CLM006530,No override recorded,Confirmed - insider risk
AGENT00655,Jason Davis,2007-08-28,23 Cove Drive,,Savannah,GA,31419,15.0,5.0,0.3333333333333333,R&D Department,Campus A,Algorithm Engineer,1,0,3,0,0,0,Israel,4,0,2,0,0,0.0,0,0,0,0,0,0,2026-07-17 20:35:30.545850,CLM021523,No override recorded,No findings
AGENT00656,Matthew Harrison,1994-09-23,5108 Franklin Street,,Savannah,GA,31405,10.0,3.0,0.3,Marketing and Business Development,Campus C,Bid Coordinator,10,0,1,1,0,0,Ukraine,30,9,0,0,0,0.0,0,0,0,0,0,0,2026-08-31 20:35:30.545882,CLM010305,No override recorded,No findings
AGENT00657,David Agnew,1992-02-27,2068 Happy Lane,,Crofton,MD,21114,19.0,4.0,0.21052631578947367,Marketing and Business Development,Campus C,Secretary,14,0,1,1,0,0,Israel,19,0,0,0,0,0.0,0,1,1,0,0,0,2026-05-06 20:35:30.545912,CLM020349,No override recorded,No findings
AGENT00658,Edwin Raines,2004-08-04,921 5th Street Southeast,,Washington,DC,20003,20.0,6.0,0.3,Project Management,Campus C,Project Coordinator,6,0,1,0,0,0,Russia,30,0,0,0,0,0.0,0,1,1,0,0,0,2026-05-17 20:35:30.545944,CLM031212,No override recorded,No findings
AGENT00659,Julie Lang,1997-06-27,5118 Augusta Road,,Garden City,GA,31408,38.0,8.0,0.21052631578947367,Project Management,Campus C,Project Coordinator,5,0,1,0,0,0,Georgia,1,0,0,0,0,0.0,0,2,1,0,0,0,2026-09-09 20:35:30.545974,CLM020237,No override recorded,No findings
AGENT00660,Ralph Roberson,2006-11-15,5436 Dorbrandt Street,#APT 000002,Anchorage,AK,99518,37.0,14.0,0.3783783783783784,Operations and Manufacturing,Campus A,Warehouse Manager,5,0,1,0,0,0,Russia,2,0,0,0,0,0.0,0,0,0,0,0,0,2026-04-24 20:35:30.546019,CLM035416,No override recorded,No findings
AGENT00661,Johnny Borders,1993-11-14,52 Oleary Drive,,Manchester,CT,6040,19.0,6.0,0.3157894736842105,Engineering Department,Campus B,Design Engineer,24,0,2,0,0,0,Israel,12,3,102,1,0,0.0,0,1,1,0,0,1,2026-04-14 20:35:30.546067,CLM031133,No override recorded,Confirmed - insider risk
AGENT00662,Ernestine Dedrick,2009-07-10,211 West Oak Street,#519,Louisville,KY,40203,180.0,42.0,0.23333333333333334,Marketing and Business Development,Campus B,Secretary,9,1,1,0,0,0,Israel,53,10,0,0,0,0.0,0,0,0,0,0,0,2026-07-19 20:35:30.546104,CLM044774,No override recorded,No findings
AGENT00663,Foster Rucker,1998-06-26,5224 Wasena Avenue,,Baltimore,MD,21225,36.0,8.0,0.2222222222222222,R&D Department,Campus B,Systems Engineer,4,0,2,1,0,0,Sudan,3,0,0,0,0,0.0,0,1,1,0,0,0,2026-04-23 20:35:30.546138,CLM029860,No override recorded,No findings
AGENT00664,Howard Planas,1994-03-01,1644 Queenstown Road,,Nichols Hills,OK,73116,11.0,4.0,0.36363636363636365,Operations and Manufacturing,Campus B,Manufacturing Engineer,18,1,1,1,0,0,Romania,0,0,14,0,0,0.0,0,1,1,0,1,1,2026-08-11 20:35:30.546173,CLM041008,Bypassed secondary verification,Under investigation
AGENT00665,Peggy Shaw,1995-07-31,121 Alpine Way,,Panama City,FL,32404,3.0,1.0,0.3333333333333333,Engineering Department,Campus B,Systems Engineer,25,0,2,0,0,0,Poland,6,3,0,0,0,0.0,0,0,0,0,0,0,2026-08-07 20:35:30.546205,CLM034794,No override recorded,No findings
AGENT00666,Fernando Tippets,2003-11-29,1601 East 19th Street,,Edmond,OK,73013,6.0,0.0,0.0,R&D Department,Campus C,Development Engineer (Hardware / Software / Mechanical),2,0,3,1,0,0,Morocco,0,0,31,0,0,0.0,0,1,1,0,0,0,2026-05-18 20:35:30.546237,CLM019856,No override recorded,No findings
AGENT00667,Jim Espinosa,2002-02-02,3522 Whiting Avenue,,Montgomery,AL,36105,9.0,4.0,0.4444444444444444,R&D Department,Campus C,Integration and Testing Engineer,26,0,2,0,0,0,Israel,0,0,87,0,0,0.0,0,1,1,0,1,1,2026-08-14 20:35:30.546270,CLM011622,No override recorded,Under investigation
AGENT00668,Carol Prescott,2010-01-03,22062 Cameron Street,,Castro Valley,CA,94546,8.0,1.0,0.125,Marketing and Business Development,Campus A,Secretary,5,0,2,0,0,0,France,2,0,0,0,0,0.0,0,0,0,0,0,0,2026-05-17 20:35:30.546312,CLM040066,Approved above authority limit,No findings
AGENT00669,Clayton Veit,1997-02-11,201 Juniper Springs Drive,#311,Mammoth Lakes,CA,93546,5.0,1.0,0.2,Information Technology,Campus B,Secretary,16,1,2,0,0,0,Pakistan,10,0,0,0,0,0.0,0,1,1,0,0,0,2026-08-21 20:35:30.546356,CLM019806,No override recorded,No findings
AGENT00670,Susan Sanders,2013-05-23,18 Curry Lane,,Manchester,CT,6040,19.0,5.0,0.2631578947368421,Operations and Manufacturing,Campus C,Manufacturing Engineer,12,0,3,1,0,0,India,189,75,0,0,0,0.0,0,0,0,0,0,1,2026-07-20 20:35:30.546391,CLM028185,Approved above authority limit,Confirmed - insider risk
AGENT00671,Stacy Bird,2010-07-28,203 East Gwinnett Street,,Savannah,GA,31401,8.0,5.0,0.625,Engineering Department,Campus A,Secretary,12,0,2,0,1,0,France,0,0,0,0,0,0.0,0,2,1,0,0,0,2026-03-22 20:35:30.546425,CLM017086,No override recorded,No findings
AGENT00672,Amos Casillas,1992-02-27,3578 Galindo Street,,Oakland,CA,94601,94.0,23.0,0.24468085106382978,Operations and Manufacturing,Campus C,Logistics Manager,19,0,3,0,0,0,Israel,6,0,0,0,0,0.0,0,0,0,0,0,0,2026-09-07 20:35:30.546457,CLM020143,No override recorded,No findings
AGENT00673,Virginia Vorse,2002-03-21,238 Brookley Avenue Southwest,,Washington,DC,20373,2.0,0.0,0.0,R&D Department,Campus C,Head of R&D,11,0,3,1,0,0,Israel,4,1,0,0,0,0.0,0,1,1,0,0,0,2026-04-06 20:35:30.546490,CLM026091,No override recorded,Unsubstantiated
AGENT00674,Carlos Nelson,2006-11-16,3635 Bisquier Drive,,Anchorage,AK,99508,30.0,6.0,0.2,Marketing and Business Development,Campus A,Secretary,3,0,2,0,0,0,Israel,16,0,0,0,0,0.0,0,0,0,0,0,0,2026-07-07 20:35:30.546524,CLM007776,No override recorded,Unsubstantiated
AGENT00675,Cindy Wilcox,2003-06-28,18505 Onyx Avenue,,Waddell,AZ,85355,24.0,5.0,0.20833333333333334,R&D Department,Campus A,Secretary,4,0,3,0,0,0,Israel,5,0,0,0,0,0.0,0,1,1,0,0,0,2026-08-12 20:35:30.546557,CLM040233,No override recorded,No findings
AGENT00676,Elizabeth Baeza,2017-12-15,5631 West Colter Street,#2129,Glendale,AZ,85301,167.0,44.0,0.2634730538922156,R&D Department,Campus C,Algorithm Engineer,25,0,3,0,0,0,Israel,0,0,3,0,0,0.0,0,0,0,0,0,0,2026-04-03 20:35:30.546590,CLM024254,No override recorded,No findings
AGENT00677,Mary Apilado,2007-04-06,3623 Chateau Lane,,Louisville,KY,40219,2.0,0.0,0.0,R&D Department,Campus A,Algorithm Engineer,21,0,2,0,0,1,Kuwait,0,0,9,0,0,0.0,0,2,1,0,0,0,2026-06-11 20:35:30.546623,CLM041853,No override recorded,No findings
AGENT00678,Norman Brown,2004-04-05,5275 North 59th Avenue,,Glendale,AZ,85301,23.0,4.0,0.17391304347826086,Operations and Manufacturing,Campus B,Logistics Manager,7,0,1,0,0,1,Israel,12,0,0,0,0,0.0,0,2,1,0,0,0,2026-09-04 20:35:30.546655,CLM030750,No override recorded,Unsubstantiated
AGENT00679,Clara Barnett,1994-08-25,503 Early Street,,Savannah,GA,31405,139.0,40.0,0.28776978417266186,Finance,Campus B,Accountant,14,1,3,0,1,0,UK,19,0,0,0,0,0.0,0,2,1,0,0,0,2026-04-05 20:35:30.546688,CLM002068,No override recorded,No findings
AGENT00680,Martha Hanni,2011-04-13,224 Charter Oak Street,,Manchester,CT,6040,84.0,17.0,0.20238095238095238,Marketing and Business Development,Campus C,Marketing Manager,21,0,3,1,0,0,Ukraine,85,0,0,0,0,0.0,0,0,0,0,0,0,2026-07-24 20:35:30.546719,CLM027337,No override recorded,No findings
AGENT00681,Luciano Urbina,1993-02-23,210 Long Hill Court,,Pasadena,MD,21122,65.0,19.0,0.2923076923076923,Engineering Department,Campus C,Secretary,2,1,2,1,1,0,France,0,0,3,0,0,0.0,0,2,1,0,0,0,2026-09-09 20:35:30.546751,CLM031965,No override recorded,No findings
AGENT00682,Michael Ortiz,2000-08-10,4221 Thompson Avenue,APT C,Anchorage,AK,99508,12.0,2.0,0.16666666666666666,Information Technology,Campus B,BI Developer / Data Analyst,6,0,2,0,0,1,China,8,0,0,0,0,0.0,0,1,1,0,0,0,2026-05-03 20:35:30.546783,CLM005190,No override recorded,No findings
AGENT00683,Elodia Brown,1994-05-23,2246 West Fairview Avenue,,Montgomery,AL,36108,10.0,2.0,0.2,R&D Department,Campus C,Head of R&D,21,0,2,1,0,0,Israel,0,0,7,0,0,0.0,0,1,1,0,0,0,2026-03-25 20:35:30.546814,CLM041852,Approved above authority limit,No findings
AGENT00684,Candace Oleson,2015-03-13,2355 Pearl Point,#5?,Fayetteville,AR,72701,51.0,14.0,0.27450980392156865,Finance,Campus A,Financial Analyst,0,0,2,0,0,1,Morocco,2,0,0,0,0,0.0,0,1,1,0,0,0,2026-07-30 20:35:30.546846,CLM008682,No override recorded,Unsubstantiated
AGENT00685,Willie Drew,2000-04-11,6755 Mulberry Drive,,Anchorage,AK,99502,98.0,22.0,0.22448979591836735,Information Technology,Campus C,BI Developer / Data Analyst,19,1,1,0,0,0,Russia,6,0,0,0,0,0.0,0,2,1,0,0,0,2026-07-03 20:35:30.546877,CLM025561,No override recorded,No findings
AGENT00686,Louise Garst,2003-09-19,901 Samson Road,,Saint Albans City,VT,5478,30.0,11.0,0.36666666666666664,R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),0,0,2,0,0,0,Israel,0,0,27,0,0,0.0,0,1,1,0,0,0,2026-07-18 20:35:30.546908,CLM023697,No override recorded,No findings
AGENT00687,Crystal Bostic,1996-08-21,12 Saint Andrews Crossover,,Severna Park,MD,21146,38.0,13.0,0.34210526315789475,Operations and Manufacturing,Campus A,Manufacturing Engineer,5,0,2,0,0,0,USA,16,0,0,0,0,0.0,0,1,1,0,0,0,2026-03-29 20:35:30.546940,CLM032496,No override recorded,No findings
AGENT00688,Glenda Briney,1991-03-08,123 Villa View Court,,Brentwood,TN,37027,11.0,6.0,0.5454545454545454,Marketing and Business Development,Campus A,Business Development Manager,19,0,1,0,0,0,Israel,164,0,0,0,0,0.0,0,1,1,0,0,1,2026-04-20 20:35:30.546973,CLM043130,Approved above authority limit,Under investigation
AGENT00689,Connie Hunt,2009-12-24,8347 Ames Way,,Arvada,CO,80003,48.0,12.0,0.25,Marketing and Business Development,Campus C,Marketing Manager,12,0,1,0,0,0,USA,24,0,0,0,0,0.0,0,0,0,0,0,0,2026-07-16 20:35:30.547021,CLM022937,No override recorded,No findings
AGENT00690,Robert Ward,2010-08-21,6002 Jo Danielle Place,D,Louisville,KY,40291,11.0,4.0,0.36363636363636365,Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,16,0,0,0,0,0.0,0,2,1,0,0,0,2026-03-21 20:35:30.547068,CLM023990,No override recorded,No findings
AGENT00691,Terri Kranz,2002-04-27,100 East Joyce Boulevard,#110,Fayetteville,AR,72703,13.0,3.0,0.23076923076923078,R&D Department,Campus B,Algorithm Engineer,10,0,3,1,0,0,USA,4,0,0,0,0,0.0,0,1,1,0,0,0,2026-06-26 20:35:30.547105,CLM043840,Approved above authority limit,Unsubstantiated
AGENT00692,Allen Bailey,1998-02-02,175 Creek Road,,Castleton,VT,5735,29.0,6.0,0.20689655172413793,R&D Department,Campus A,Systems Engineer,5,0,3,0,0,0,Germany,8,0,0,0,0,0.0,0,0,0,0,0,0,2026-09-11 20:35:30.547141,CLM016733,No override recorded,No findings
AGENT00693,Gerald Proctor,1991-06-26,6228 West Larkspur Drive,,Glendale,AZ,85304,34.0,12.0,0.35294117647058826,Operations and Manufacturing,Campus A,Secretary,5,0,1,0,0,0,Israel,17,0,0,0,0,0.0,0,2,1,0,0,0,2026-08-18 20:35:30.547174,CLM032262,No override recorded,No findings
AGENT00694,Jean Dominguez,2004-11-01,91 Rushforde Drive,,Manchester,CT,6040,11.0,2.0,0.18181818181818182,R&D Department,Campus A,Integration and Testing Engineer,8,0,3,0,0,0,France,1,0,39,0,0,0.0,0,0,0,0,0,0,2026-04-15 20:35:30.547206,CLM015851,No override recorded,No findings
AGENT00695,Michael Pat,1995-11-13,195 Kennedy Road,,Manchester,CT,6042,3.0,1.0,0.3333333333333333,R&D Department,Campus B,Systems Engineer,5,0,3,0,0,1,Israel,7,1,0,0,0,0.0,0,0,0,0,0,0,2026-08-10 20:35:30.547239,CLM002709,No override recorded,No findings
AGENT00696,James Harrison,1999-02-17,4231 Miramonte Way,,Union City,CA,94587,44.0,12.0,0.2727272727272727,Information Technology,Campus B,BI Developer / Data Analyst,6,0,2,0,0,1,China,0,0,0,0,0,0.0,0,0,0,0,0,0,2026-06-21 20:35:30.547270,CLM041781,No override recorded,No findings
AGENT00697,Judy Hall,2015-11-02,3301 Nora Lane,,Louisville,KY,40220,14.0,1.0,0.07142857142857142,Project Management,Campus B,Project Manager,17,0,2,0,0,0,Russia,3,0,0,0,0,0.0,0,1,1,0,0,0,2026-04-30 20:35:30.547303,CLM016892,No override recorded,No findings
AGENT00698,Noemi Guerrero,2008-12-11,6741 West Robert E Lee Street,,Glendale,AZ,85308,37.0,8.0,0.21621621621621623,Project Management,Campus C,Project Manager,7,0,3,1,0,0,Sudan,12,0,0,0,0,0.0,0,0,0,0,0,0,2026-07-03 20:35:30.547341,CLM014624,No override recorded,No findings
AGENT00699,Chris Edmonds,2001-06-04,721 Vermont 5A,,Westmore,VT,5860,8.0,3.0,0.375,R&D Department,Campus C,Development Engineer (Hardware / Software / Mechanical),16,1,3,0,0,0,France,0,0,25,0,0,0.0,0,0,0,0,0,0,2026-09-05 20:35:30.547378,CLM019188,No override recorded,No findings
AGENT00700,Jonas Walker,2010-07-03,5701 North 67th Avenue,#143,Glendale,AZ,85301,27.0,5.0,0.18518518518518517,Marketing and Business Development,Campus A,Secretary,8,0,1,0,0,0,Israel,2,0,0,0,0,0.0,0,1,1,0,0,0,2026-09-09 20:35:30.547410,CLM039381,No override recorded,No findings
AGENT00701,Jenny Mikelson,2007-06-03,4207 Ranch Drive,,Edmond,OK,73013,27.0,8.0,0.2962962962962963,R&D Department,Campus C,Development Engineer (Hardware / Software / Mechanical),9,1,2,0,0,0,Russia,1,0,40,0,0,0.0,0,1,1,0,0,0,2026-07-10 20:35:30.547444,CLM003280,No override recorded,No findings
AGENT00702,William Cole,1990-10-19,445 Industrial Lane,,Barre,VT,5641,2.0,1.0,0.5,R&D Department,Campus C,Development Engineer (Hardware / Software / Mechanical),20,0,2,0,0,0,South Africa,0,0,41,0,0,0.0,0,0,0,0,0,0,2026-07-26 20:35:30.547476,CLM046796,No override recorded,No findings
AGENT00703,Sherri Bowser,2010-05-20,562 South Pierremont Drive,,Fayetteville,AR,72701,13.0,3.0,0.23076923076923078,Marketing and Business Development,Campus C,Marketing Manager,21,0,3,1,0,0,Ukraine,52,0,0,0,0,0.0,0,0,0,0,0,0,2026-05-17 20:35:30.547510,CLM019208,No override recorded,No findings
AGENT00704,Jane Townsend,2006-06-28,7841 West Kristal Way,,Glendale,AZ,85308,3.0,1.0,0.3333333333333333,Marketing and Business Development,Campus C,Secretary,6,0,2,0,0,0,Israel,34,4,0,0,0,0.0,0,0,0,0,0,0,2026-03-27 20:35:30.547542,CLM033986,No override recorded,No findings
AGENT00705,William Ruder,1998-07-13,625 West Main Street,,Moore,OK,73160,2.0,0.0,0.0,Engineering Department,Campus A,Design Engineer,11,0,3,0,0,0,Russia,0,0,0,0,0,0.0,0,2,1,0,0,0,2026-08-18 20:35:30.547574,CLM047782,No override recorded,No findings
AGENT00706,Laura Staggs,2013-05-27,11 Alden Court,,Roseville,CA,95678,220.0,57.0,0.2590909090909091,Human Resources,Campus B,Training Coordinator,16,0,2,0,0,0,Israel,8,0,0,0,0,0.0,0,1,1,0,0,0,2026-07-19 20:35:30.547607,CLM009729,No override recorded,No findings
AGENT00707,Nancy Tseng,2004-07-26,10277 West 52nd Place,#211,Wheat Ridge,CO,80033,20.0,3.0,0.15,Project Management,Campus B,Project Coordinator,7,1,2,0,0,0,Ukraine,23,0,0,0,0,0.0,0,1,1,0,0,0,2026-05-09 20:35:30.547639,CLM045275,No override recorded,No findings
AGENT00708,Fannie Miranda,2017-03-01,203 East Gwinnett Street,,Savannah,GA,31401,65.0,21.0,0.3230769230769231,R&D Department,Campus B,Algorithm Engineer,13,0,3,0,0,0,Ukraine,0,0,74,1,0,0.0,0,1,1,0,0,1,2026-07-07 20:35:30.547671,CLM017749,Bypassed secondary verification,Under investigation
AGENT00709,Richard Joyner,2001-06-03,8496 Isles Court,,Pasadena,MD,21122,8.0,1.0,0.125,Engineering Department,Campus C,Process Engineer,20,0,2,0,0,0,Poland,5,0,0,0,0,0.0,0,1,1,0,0,0,2026-08-13 20:35:30.547703,CLM023908,No override recorded,No findings
AGENT00710,Michelle Theriot,2011-09-11,4207 Ranch Drive,,Edmond,OK,73013,52.0,15.0,0.28846153846153844,Engineering Department,Campus A,Secretary,2,0,3,0,0,0,Morocco,0,0,40,0,0,0.0,0,1,1,0,0,0,2026-08-06 20:35:30.547734,CLM047077,No override recorded,No findings
AGENT00711,Casey King,2013-06-11,6342 Kendall Street,,Arvada,CO,80003,55.0,14.0,0.2545454545454545,R&D Department,Campus B,Head of R&D,9,0,3,0,0,1,UK,4,0,0,0,0,0.0,0,0,0,0,0,0,2026-07-26 20:35:30.547767,CLM001738,No override recorded,No findings
AGENT00712,Karen Brown,2002-01-18,7416 West Maryland Avenue,,Glendale,AZ,85303,41.0,8.0,0.1951219512195122,R&D Department,Campus C,Systems Engineer,0,0,3,0,0,0,Israel,0,0,0,0,1,9.0,0,0,0,0,0,0,2026-08-29 20:35:30.547802,CLM009673,No override recorded,No findings
AGENT00713,Ashley Jackson,2017-06-01,38 Bruce Road,,Manchester,CT,6040,30.0,7.0,0.23333333333333334,Project Management,Campus B,Project Manager,12,1,1,0,0,0,Israel,0,0,2,0,0,0.0,0,1,1,0,0,0,2026-07-20 20:35:30.547834,CLM034063,No override recorded,No findings
AGENT00714,Elias Bergan,1999-10-09,159 Adams Street,,Manchester,CT,6040,22.0,6.0,0.2727272727272727,Operations and Manufacturing,Campus A,Operations Manager,12,0,3,0,0,1,USA,1,0,0,0,0,0.0,0,2,1,0,0,0,2026-04-30 20:35:30.547865,CLM019277,No override recorded,No findings
AGENT00715,Everett Lopez,1994-09-11,2811 Mechanics Avenue,,Savannah,GA,31404,15.0,5.0,0.3333333333333333,R&D Department,Campus C,Systems Engineer,3,1,2,0,0,0,Israel,0,0,36,0,0,0.0,0,1,1,0,0,0,2026-05-02 20:35:30.547896,CLM014478,No override recorded,Unsubstantiated
AGENT00716,David Zuluaga,1994-02-21,505 Tarpon Street,,Panama City Beach,FL,32413,106.0,29.0,0.27358490566037735,Engineering Department,Campus A,Design Engineer,7,0,3,0,0,1,Germany,15,0,0,0,0,0.0,0,1,1,0,0,0,2026-03-24 20:35:30.547927,CLM038231,No override recorded,No findings
AGENT00717,Richard Mckinney,2011-06-26,904 Walthour Road,,Savannah,GA,31410,75.0,24.0,0.32,Operations and Manufacturing,Campus A,Secretary,2,0,1,1,0,1,Israel,21,0,0,0,0,0.0,0,0,0,0,0,0,2026-04-15 20:35:30.547960,CLM014509,No override recorded,No findings
AGENT00718,Cheryl Haynes,2016-01-16,1432 Bell Trace Drive,,Nashville,TN,37013,124.0,34.0,0.27419354838709675,Legal and Regulation,Campus A,Defense Export Compliance Officer,16,0,3,1,1,0,Israel,0,0,8,0,0,0.0,0,2,1,0,0,0,2026-08-22 20:35:30.547992,CLM022079,No override recorded,No findings
AGENT00719,Jose Jones,1999-12-24,4719 Bayou Bluff Trail,,Lynn Haven,FL,32444,5.0,1.0,0.2,R&D Department,Campus A,Integration and Testing Engineer,8,0,3,0,0,0,France,1,0,39,0,0,0.0,0,0,0,0,0,0,2026-07-23 20:35:30.548053,CLM041123,No override recorded,No findings
AGENT00720,Margaret Collier,2004-12-17,134 Butternut Road,,Manchester,CT,6040,55.0,13.0,0.23636363636363636,Operations and Manufacturing,Campus C,Warehouse Manager,12,0,1,0,0,0,China,4,0,0,0,0,0.0,0,1,1,0,0,0,2026-04-07 20:35:30.548096,CLM010991,No override recorded,No findings
AGENT00721,Martin Murphy,2016-01-31,942 Lewis Road,,,CA,95076,122.0,32.0,0.26229508196721313,R&D Department,Campus B,Integration and Testing Engineer,12,0,3,0,0,0,Ukraine,0,0,31,0,0,0.0,0,0,0,0,0,0,2026-04-02 20:35:30.548136,CLM045653,No override recorded,No findings
AGENT00722,Kim Coll,2005-07-09,84 Orange Street,,Barre,VT,5641,8.0,2.0,0.25,Engineering Department,Campus A,Design Engineer,7,0,3,0,0,0,Brazil,0,0,6,0,0,0.0,0,0,0,0,0,0,2026-04-03 20:35:30.548185,CLM021774,No override recorded,No findings
AGENT00723,Thomas Phariss,1992-10-25,833 Williamson Road,,Montgomery,AL,36109,4.0,0.0,0.0,Project Management,Campus A,Secretary,2,1,2,0,0,1,Russia,17,0,0,0,0,0.0,0,0,0,0,0,0,2026-05-21 20:35:30.548235,CLM028320,No override recorded,No findings
AGENT00724,Dortha Davis,1997-08-27,137 Gazebo East Drive,,Montgomery,AL,36117,58.0,20.0,0.3448275862068966,R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),14,0,3,0,0,0,Israel,0,0,0,0,0,0.0,0,0,0,0,0,0,2026-08-11 20:35:30.548275,CLM003800,No override recorded,No findings
AGENT00725,Mary Williams,1996-01-15,400 South 28th Street,,Louisville,KY,40212,33.0,6.0,0.18181818181818182,Human Resources,Campus C,Employee Welfare Coordinator,19,0,3,0,0,0,Israel,78,0,0,0,0,0.0,0,0,0,0,0,0,2026-06-19 20:35:30.548338,CLM046745,No override recorded,No findings
AGENT00726,Phil Murat,1993-06-04,4 Elm Street,,Windsor,VT,5089,72.0,15.0,0.20833333333333334,R&D Department,Campus C,Algorithm Engineer,17,0,2,0,0,1,Russia,0,0,34,0,0,0.0,0,0,0,0,0,0,2026-06-03 20:35:30.548391,CLM012777,No override recorded,No findings
