document_id,Customer_ID,Claim_ID,upload_time,file_type,file_size_kb,document_type,ocr_text,duplicate_group_id,linked_identity_change,document_similarity_score,document_similarity_flag
DOC-00159,CUST012307,CLM045198,2026-08-13 20:35:30,DOCX,4442,kyc_update,"KYC UPDATE FORM. Customer: Julie Edwards. Previous Address: 9503 Martin Coves, East Carlaport, ID 72812. New Address: 41990 Williams Island, West Alanstad, WV 37516. Reason for change: relocation. Verified by staff member on 2025-06-24.",DUPGRP-024,0,0.586,LOW
DOC-00160,CUST009394,CLM007188,2026-08-12 20:35:30,DOCX,1890,kyc_update,"KYC UPDATE FORM. Customer: Julie Edwards. Previous Address: 6818 Andrew Underpass, Woodston, LA 21632. New Address: 13322 West Curve Suite 459, Williamsfurt, IA 27871. Reason for change: relocation. Verified by staff member on 2025-02-14.",DUPGRP-024,0,0.586,LOW
DOC-00161,CUST003224,CLM029715,2026-05-26 20:35:30,PDF,3062,claim_form,"INSURANCE CLAIM FORM. Claimant: Lisa Rubio DDS. Policy Number: POL-358729. Date of Incident: 2025-06-27. Description: Vehicle damage sustained in a collision on Joyce Gardens. Estimated repair cost: N$ 47,646. Signed: Lisa Rubio DDS. Handled by branch office during standard working hours.",,0,0.763,MEDIUM
DOC-00162,CUST002203,CLM015689,2026-03-22 20:35:30,DOCX,950,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: John Bowman. ID Number: 364-89-9345. Date of Birth: 1973-04-12. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2024-11-28.,DUPGRP-025,0,0.917,HIGH
DOC-00163,CUST016775,CLM039505,2026-07-01 20:35:30,PNG,3469,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: John Bowman. ID Number: 793-49-1023. Date of Birth: 2005-01-09. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2024-10-13.,DUPGRP-025,0,0.906,HIGH
DOC-00164,CUST014070,CLM049410,2026-06-28 20:35:30,DOCX,1224,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Daniel Lee. ID Number: 034-86-4750. Date of Birth: 2000-02-10. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-03-06. Follow-up scheduled with the claims handler within 5 working days.,,0,0.751,MEDIUM
DOC-00165,CUST017663,CLM027753,2026-05-16 20:35:30,DOCX,1685,kyc_update,"KYC UPDATE FORM. Customer: Jenna Jensen. Previous Address: 0412 Danielle Prairie Apt. 179, North Donaldview, MH 24176. New Address: 3617 Robert Oval Apt. 366, Cynthiamouth, AS 21617. Reason for change: relocation. Verified by staff member on 2025-07-30. Customer contacted via telephone for confirmation. Handled by branch office during standard working hours.",,0,0.555,LOW
DOC-00166,CUST010534,CLM035486,2026-09-16 20:35:30,JPG,1666,investigation_note,INVESTIGATION NOTE. Case relates to claimant Adam White. Flagged for review due to unusual document upload pattern following identity change on 2026-07-25. Staff override recorded by Lisa Johnson. Handled by branch office during standard working hours. Additional photographic evidence submitted separately.,,0,0.824,MEDIUM
DOC-00167,CUST000765,CLM031958,2026-08-02 20:35:30,DOCX,2068,claim_form,"INSURANCE CLAIM FORM. Claimant: Adam Murphy. Policy Number: POL-158608. Date of Incident: 2026-09-02. Description: Vehicle damage sustained in a collision on Bradley Islands. Estimated repair cost: N$ 51,666. Signed: Adam Murphy.",DUPGRP-026,0,0.385,LOW
DOC-00168,CUST009105,CLM023975,2026-06-21 20:35:30,JPG,2912,claim_form,"INSURANCE CLAIM FORM. Claimant: Adam Murphy. Policy Number: POL-240692. Date of Incident: 2024-12-28. Description: Vehicle damage sustained in a collision on Anderson Lodge. Estimated repair cost: N$ 72,005. Signed: Adam Murphy.",DUPGRP-026,0,0.315,LOW
DOC-00169,CUST011586,CLM031627,2026-07-05 20:35:30,PNG,3260,kyc_update,"KYC UPDATE FORM. Customer: Jackie Leach. Previous Address: 7281 Jeffery Lakes Suite 798, Port Ricardo, CA 36917. New Address: 127 Julie Garden Apt. 724, South Dorothymouth, MI 35310. Reason for change: relocation. Verified by staff member on 2025-09-26. Customer contacted via telephone for confirmation.",,0,0.446,LOW
DOC-00170,CUST004047,CLM015897,2026-06-14 20:35:30,DOCX,998,investigation_note,INVESTIGATION NOTE. Case relates to claimant Joshua Gomez. Flagged for review due to unusual document upload pattern following identity change on 2025-10-26. Staff override recorded by James Jordan. Additional photographic evidence submitted separately. Handled by branch office during standard working hours.,,0,0.816,MEDIUM
DOC-00171,CUST019263,CLM010151,2026-06-23 20:35:30,DOCX,4098,claim_form,"INSURANCE CLAIM FORM. Claimant: Andrew Smith. Policy Number: POL-647680. Date of Incident: 2026-08-23. Description: Vehicle damage sustained in a collision on Joseph Springs. Estimated repair cost: N$ 2,819. Signed: Andrew Smith. Follow-up scheduled with the claims handler within 5 working days. Customer contacted via telephone for confirmation.",,0,0.493,LOW
DOC-00172,CUST007243,CLM012057,2026-03-28 20:35:30,JPG,1616,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Robert Smith. ID Number: 644-60-8943. Date of Birth: 1961-05-06. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-01-01. Supporting documents received by email attachment.,,0,0.784,MEDIUM
DOC-00173,CUST016906,CLM026869,2026-05-24 20:35:30,JPG,2375,kyc_update,"KYC UPDATE FORM. Customer: Devin Andersen. Previous Address: 791 Thomas Brooks Apt. 232, South Timothy, LA 87996. New Address: 4661 Butler Manors Apt. 047, New Pedroshire, ME 04968. Reason for change: relocation. Verified by staff member on 2026-08-03. Handled by branch office during standard working hours.",,0,0.466,LOW
DOC-00174,CUST015260,CLM035824,2026-05-16 20:35:30,JPG,158,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Stephanie Harvey. ID Number: 488-42-3794. Date of Birth: 2007-08-18. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-01-21. Customer contacted via telephone for confirmation.,,0,0.755,MEDIUM
DOC-00175,CUST017270,CLM032243,2026-06-06 20:35:30,PDF,2858,kyc_update,"KYC UPDATE FORM. Customer: Tyler Davis. Previous Address: 1893 Ross Centers, New Thomasview, SD 04430. New Address: 3502 Amy Street Suite 037, Port Stacyton, MI 09776. Reason for change: relocation. Verified by staff member on 2025-07-30. Handled by branch office during standard working hours.",,0,0.504,LOW
DOC-00176,CUST005509,CLM042716,2026-09-11 20:35:30,DOCX,136,claim_form,"INSURANCE CLAIM FORM. Claimant: Linda Salazar. Policy Number: POL-740357. Date of Incident: 2025-08-15. Description: Vehicle damage sustained in a collision on Burgess Valley. Estimated repair cost: N$ 80,530. Signed: Linda Salazar. Customer contacted via telephone for confirmation.",,0,0.707,MEDIUM
DOC-00177,CUST000228,CLM017596,2026-06-26 20:35:30,JPG,3426,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Steven Flores. ID Number: 189-85-7063. Date of Birth: 1981-08-05. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-04-02. Supporting documents received by email attachment. Customer contacted via telephone for confirmation.,,0,0.692,LOW
DOC-00178,CUST000866,CLM016267,2026-09-11 20:35:30,PNG,1553,investigation_note,INVESTIGATION NOTE. Case relates to claimant Cynthia Velez MD. Flagged for review due to unusual document upload pattern following identity change on 2025-12-27. Staff override recorded by Denise Lutz. Customer contacted via telephone for confirmation. Additional photographic evidence submitted separately.,,0,0.741,MEDIUM
DOC-00179,CUST002394,CLM027348,2026-05-26 20:35:30,PNG,1422,claim_form,"INSURANCE CLAIM FORM. Claimant: Martin Liu. Policy Number: POL-804239. Date of Incident: 2026-06-30. Description: Vehicle damage sustained in a collision on Adams Villages. Estimated repair cost: N$ 35,205. Signed: Martin Liu. Customer contacted via telephone for confirmation.",,0,0.762,MEDIUM
DOC-00180,CUST019916,CLM046859,2026-06-04 20:35:30,PDF,4476,investigation_note,INVESTIGATION NOTE. Case relates to claimant William Johnston. Flagged for review due to unusual document upload pattern following identity change on 2025-08-12. Staff override recorded by Patricia Yoder. Supporting documents received by email attachment.,,0,0.888,MEDIUM
DOC-00181,CUST003614,CLM038726,2026-07-17 20:35:30,PDF,3670,investigation_note,INVESTIGATION NOTE. Case relates to claimant Monica Jordan. Flagged for review due to unusual document upload pattern following identity change on 2026-04-27. Staff override recorded by Shawn Edwards. Follow-up scheduled with the claims handler within 5 working days.,,0,0.818,MEDIUM
DOC-00182,CUST008617,CLM032873,2026-08-07 20:35:30,PDF,2624,claim_form,"INSURANCE CLAIM FORM. Claimant: Amanda Watts. Policy Number: POL-389913. Date of Incident: 2026-06-17. Description: Vehicle damage sustained in a collision on Anna Islands. Estimated repair cost: N$ 71,011. Signed: Amanda Watts. Customer contacted via telephone for confirmation. Follow-up scheduled with the claims handler within 5 working days.",,0,0.675,LOW
DOC-00183,CUST003707,CLM004690,2026-05-07 20:35:30,JPG,3443,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Kristen Pena. ID Number: 076-65-6806. Date of Birth: 1951-11-17. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-09-18.,DUPGRP-027,0,0.943,HIGH
DOC-00184,CUST017984,CLM048502,2026-04-02 20:35:30,PDF,2061,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Kristen Pena. ID Number: 547-65-4008. Date of Birth: 1972-11-21. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-05-07.,DUPGRP-027,0,0.943,HIGH
DOC-00185,CUST004085,CLM019282,2026-06-04 20:35:30,PNG,3330,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Kristen Pena. ID Number: 161-69-6481. Date of Birth: 2000-07-29. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-03-16.,DUPGRP-027,0,0.917,HIGH
DOC-00186,CUST012704,CLM000176,2026-04-16 20:35:30,DOCX,3852,kyc_update,"KYC UPDATE FORM. Customer: Kara Sharp. Previous Address: 595 Donald Pike Apt. 958, Thomasborough, MA 98380. New Address: 87056 Edward Cliff, West Jacquelineborough, UT 12801. Reason for change: relocation. Verified by staff member on 2025-08-12. Follow-up scheduled with the claims handler within 5 working days. Additional photographic evidence submitted separately.",,0,0.401,LOW
DOC-00187,CUST012639,CLM015692,2026-07-06 20:35:30,PDF,3892,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Erin Brown. ID Number: 141-66-7204. Date of Birth: 1975-05-21. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2024-12-03. Additional photographic evidence submitted separately. Follow-up scheduled with the claims handler within 5 working days.,,0,0.673,LOW
DOC-00188,CUST007397,CLM021569,2026-06-10 20:35:30,DOCX,3339,claim_form,"INSURANCE CLAIM FORM. Claimant: Hannah Coleman. Policy Number: POL-468151. Date of Incident: 2025-11-04. Description: Vehicle damage sustained in a collision on Robert Vista. Estimated repair cost: N$ 21,863. Signed: Hannah Coleman.",DUPGRP-028,0,0.904,HIGH
DOC-00189,CUST002781,CLM035758,2026-04-04 20:35:30,PDF,1247,claim_form,"INSURANCE CLAIM FORM. Claimant: Hannah Coleman. Policy Number: POL-888900. Date of Incident: 2024-10-27. Description: Vehicle damage sustained in a collision on Patrick Fall. Estimated repair cost: N$ 28,731. Signed: Hannah Coleman.",DUPGRP-028,0,0.792,MEDIUM
DOC-00190,CUST005267,CLM035535,2026-09-16 20:35:30,PNG,3140,claim_form,"INSURANCE CLAIM FORM. Claimant: Hannah Coleman. Policy Number: POL-463278. Date of Incident: 2025-12-25. Description: Vehicle damage sustained in a collision on Thompson Summit. Estimated repair cost: N$ 77,876. Signed: Hannah Coleman.",DUPGRP-028,0,0.561,LOW
DOC-00191,CUST011327,CLM035801,2026-06-26 20:35:30,JPG,418,kyc_update,"KYC UPDATE FORM. Customer: Russell Nelson. Previous Address: 8720 Moore Port Apt. 654, West Holly, NY 72801. New Address: 83437 Johnson Crescent Apt. 727, Nathanfurt, TN 77622. Reason for change: relocation. Verified by staff member on 2024-12-01.",DUPGRP-029,0,0.594,LOW
DOC-00192,CUST010999,CLM026688,2026-07-26 20:35:30,PNG,3633,kyc_update,"KYC UPDATE FORM. Customer: Russell Nelson. Previous Address: 125 Martin Plains Apt. 079, Watkinschester, VA 52842. New Address: 5957 Evans Wells, Port Sarah, NY 14637. Reason for change: relocation. Verified by staff member on 2025-12-20.",DUPGRP-029,0,0.507,LOW
DOC-00193,CUST010214,CLM048266,2026-08-12 20:35:30,PDF,2704,claim_form,"INSURANCE CLAIM FORM. Claimant: Raymond Finley. Policy Number: POL-287562. Date of Incident: 2026-04-14. Description: Vehicle damage sustained in a collision on Smith Estate. Estimated repair cost: N$ 28,302. Signed: Raymond Finley.",DUPGRP-030,0,0.424,LOW
DOC-00194,CUST004897,CLM022937,2026-03-28 20:35:30,PDF,1938,claim_form,"INSURANCE CLAIM FORM. Claimant: Raymond Finley. Policy Number: POL-219132. Date of Incident: 2025-12-22. Description: Vehicle damage sustained in a collision on Watkins Estates. Estimated repair cost: N$ 42,353. Signed: Raymond Finley.",DUPGRP-030,0,0.916,HIGH
DOC-00195,CUST017073,CLM023277,2026-04-26 20:35:30,JPG,3893,investigation_note,INVESTIGATION NOTE. Case relates to claimant Nicole Melendez. Flagged for review due to unusual document upload pattern following identity change on 2025-04-26. Staff override recorded by Brenda Lopez. Follow-up scheduled with the claims handler within 5 working days. Customer contacted via telephone for confirmation.,,0,0.755,MEDIUM
DOC-00196,CUST014979,CLM012015,2026-05-30 20:35:30,PDF,2484,investigation_note,INVESTIGATION NOTE. Case relates to claimant Parker Wright. Flagged for review due to unusual document upload pattern following identity change on 2025-10-19. Staff override recorded by Brandon Acosta. Customer contacted via telephone for confirmation. Follow-up scheduled with the claims handler within 5 working days.,,0,0.716,MEDIUM
DOC-00197,CUST010856,CLM045824,2026-08-03 20:35:30,PNG,3676,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Richard Reid. ID Number: 599-22-5762. Date of Birth: 1983-06-23. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-09-19. Additional photographic evidence submitted separately. Supporting documents received by email attachment.,,0,0.701,MEDIUM
DOC-00198,CUST007926,CLM039566,2026-05-27 20:35:30,DOCX,4488,investigation_note,INVESTIGATION NOTE. Case relates to claimant Melissa Schultz. Flagged for review due to unusual document upload pattern following identity change on 2025-06-27. Staff override recorded by Kathryn Patel. Follow-up scheduled with the claims handler within 5 working days. Customer contacted via telephone for confirmation.,,0,0.785,MEDIUM
DOC-00199,CUST005015,CLM032589,2026-04-17 20:35:30,PDF,3905,kyc_update,"KYC UPDATE FORM. Customer: Melanie Russell. Previous Address: 7494 Kathleen Drive Suite 035, Jenniferport, VT 21250. New Address: 7422 Catherine Walks Suite 430, New Kevin, OR 02082. Reason for change: relocation. Verified by staff member on 2026-03-04. Supporting documents received by email attachment.",,0,0.417,LOW
DOC-00200,CUST019375,CLM011595,2026-07-12 20:35:30,DOCX,1692,investigation_note,INVESTIGATION NOTE. Case relates to claimant Nathan Mcgee. Flagged for review due to unusual document upload pattern following identity change on 2026-04-13. Staff override recorded by Jennifer Montgomery MD. Additional photographic evidence submitted separately. Supporting documents received by email attachment.,,0,0.625,LOW
DOC-00201,CUST001150,CLM035419,2026-09-07 20:35:30,DOCX,3668,claim_form,"INSURANCE CLAIM FORM. Claimant: Stephen Williams. Policy Number: POL-610080. Date of Incident: 2026-04-22. Description: Vehicle damage sustained in a collision on Rodriguez Throughway. Estimated repair cost: N$ 55,311. Signed: Stephen Williams. Additional photographic evidence submitted separately.",,0,0.695,LOW
DOC-00202,CUST014674,CLM030086,2026-04-07 20:35:30,DOCX,1794,kyc_update,"KYC UPDATE FORM. Customer: Brittney Moore. Previous Address: 797 Kimberly Loaf Suite 349, Brownton, SC 45418. New Address: 4172 Mark Trail Suite 229, Audreyside, CO 57944. Reason for change: relocation. Verified by staff member on 2026-03-18. Customer contacted via telephone for confirmation. Follow-up scheduled with the claims handler within 5 working days.",,0,0.471,LOW
DOC-00203,CUST006348,CLM022733,2026-06-04 20:35:30,PDF,1992,investigation_note,INVESTIGATION NOTE. Case relates to claimant Kenneth Farmer. Flagged for review due to unusual document upload pattern following identity change on 2025-05-13. Staff override recorded by Joseph Carter. Handled by branch office during standard working hours.,,0,0.819,MEDIUM
DOC-00204,CUST016381,CLM033653,2026-08-31 20:35:30,PNG,3657,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Lauren Saunders. ID Number: 027-57-3418. Date of Birth: 1972-10-10. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-12-01. Supporting documents received by email attachment. Handled by branch office during standard working hours.,,0,0.695,LOW
DOC-00205,CUST008225,CLM035841,2026-04-17 20:35:30,PNG,3107,claim_form,"INSURANCE CLAIM FORM. Claimant: Tracy Copeland. Policy Number: POL-694199. Date of Incident: 2025-05-17. Description: Vehicle damage sustained in a collision on Stout Greens. Estimated repair cost: N$ 80,989. Signed: Tracy Copeland. Additional photographic evidence submitted separately. Handled by branch office during standard working hours.",,0,0.681,LOW
DOC-00206,CUST008432,CLM040734,2026-07-23 20:35:30,DOCX,1682,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Carlos Dunlap. ID Number: 465-80-4306. Date of Birth: 1982-05-16. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-10-17. Customer contacted via telephone for confirmation. Supporting documents received by email attachment.,,0,0.682,LOW
DOC-00207,CUST013430,CLM000257,2026-05-14 20:35:30,PDF,4179,claim_form,"INSURANCE CLAIM FORM. Claimant: William Miller. Policy Number: POL-955877. Date of Incident: 2025-03-20. Description: Vehicle damage sustained in a collision on Morris Stravenue. Estimated repair cost: N$ 21,354. Signed: William Miller. Handled by branch office during standard working hours. Follow-up scheduled with the claims handler within 5 working days.",,0,0.731,MEDIUM
DOC-00208,CUST003631,CLM038778,2026-08-04 20:35:30,PNG,3707,claim_form,"INSURANCE CLAIM FORM. Claimant: Rodney Weaver. Policy Number: POL-729942. Date of Incident: 2026-03-02. Description: Vehicle damage sustained in a collision on Hernandez Throughway. Estimated repair cost: N$ 7,249. Signed: Rodney Weaver.",DUPGRP-031,0,0.882,MEDIUM
DOC-00209,CUST011359,CLM038242,2026-07-13 20:35:30,DOCX,2100,claim_form,"INSURANCE CLAIM FORM. Claimant: Rodney Weaver. Policy Number: POL-430348. Date of Incident: 2025-08-23. Description: Vehicle damage sustained in a collision on Conway Route. Estimated repair cost: N$ 47,674. Signed: Rodney Weaver.",DUPGRP-031,0,0.801,MEDIUM
DOC-00210,CUST007733,CLM038518,2026-08-30 20:35:30,JPG,3486,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Sarah Berry. ID Number: 361-79-8819. Date of Birth: 1993-08-15. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-03-28. Follow-up scheduled with the claims handler within 5 working days.,,0,0.762,MEDIUM
DOC-00211,CUST006948,CLM019678,2026-08-15 20:35:30,DOCX,2665,kyc_update,"KYC UPDATE FORM. Customer: Michael Melendez. Previous Address: 3585 Susan Dale Suite 389, North Tina, WY 67013. New Address: 93583 Adams Villages Apt. 797, Garzaland, GA 03399. Reason for change: relocation. Verified by staff member on 2025-06-22. Customer contacted via telephone for confirmation. Follow-up scheduled with the claims handler within 5 working days.",,0,0.552,LOW
DOC-00212,CUST001465,CLM029031,2026-06-05 20:35:30,DOCX,4382,kyc_update,"KYC UPDATE FORM. Customer: Kristin Brown. Previous Address: USS Rivera, FPO AE 53395. New Address: 6725 Cody Knoll Apt. 647, East Jorgeborough, IN 46533. Reason for change: relocation. Verified by staff member on 2024-11-10. Supporting documents received by email attachment.",,0,0.572,LOW
DOC-00213,CUST019029,CLM010103,2026-04-27 20:35:30,DOCX,2463,claim_form,"INSURANCE CLAIM FORM. Claimant: Miss Gina Walton. Policy Number: POL-590074. Date of Incident: 2026-03-08. Description: Vehicle damage sustained in a collision on Tyler Rapids. Estimated repair cost: N$ 26,509. Signed: Miss Gina Walton. Additional photographic evidence submitted separately.",,0,0.659,LOW
DOC-00214,CUST014602,CLM041295,2026-04-26 20:35:30,PNG,1225,kyc_update,"KYC UPDATE FORM. Customer: Kelly Sherman. Previous Address: 503 Stephen Ferry, Lake Luke, VT 27188. New Address: 63140 Donna Village, Traceyfurt, GU 30434. Reason for change: relocation. Verified by staff member on 2025-07-21. Handled by branch office during standard working hours.",,0,0.542,LOW
DOC-00215,CUST015003,CLM024990,2026-04-26 20:35:30,JPG,391,claim_form,"INSURANCE CLAIM FORM. Claimant: Ryan Williams. Policy Number: POL-818774. Date of Incident: 2026-04-20. Description: Vehicle damage sustained in a collision on Mitchell Heights. Estimated repair cost: N$ 6,304. Signed: Ryan Williams. Handled by branch office during standard working hours.",,0,0.619,LOW
DOC-00216,CUST017903,CLM046806,2026-03-29 20:35:30,PNG,2461,claim_form,"INSURANCE CLAIM FORM. Claimant: Tiffany Peterson. Policy Number: POL-471149. Date of Incident: 2024-12-06. Description: Vehicle damage sustained in a collision on Patrick Port. Estimated repair cost: N$ 28,052. Signed: Tiffany Peterson. Follow-up scheduled with the claims handler within 5 working days. Supporting documents received by email attachment.",,0,0.85,MEDIUM
DOC-00217,CUST002501,CLM012253,2026-06-24 20:35:30,PDF,521,investigation_note,INVESTIGATION NOTE. Case relates to claimant Dr. Isabel Smith PhD. Flagged for review due to unusual document upload pattern following identity change on 2024-09-18. Staff override recorded by Joe Page. Additional photographic evidence submitted separately. Follow-up scheduled with the claims handler within 5 working days.,,0,0.713,MEDIUM
DOC-00218,CUST014913,CLM002196,2026-07-08 20:35:30,DOCX,2181,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Megan Buchanan. ID Number: 546-80-6713. Date of Birth: 1959-11-22. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-07-07. Customer contacted via telephone for confirmation. Follow-up scheduled with the claims handler within 5 working days.,,0,0.688,LOW
DOC-00219,CUST013512,CLM024617,2026-05-19 20:35:30,PNG,2189,kyc_update,"KYC UPDATE FORM. Customer: Gerald Miller. Previous Address: 6046 Richardson Passage Suite 652, Jenniferside, ID 64572. New Address: 1581 Lisa Valley, East Charlesstad, CA 20686. Reason for change: relocation. Verified by staff member on 2024-11-19. Customer contacted via telephone for confirmation.",,0,0.424,LOW
DOC-00220,CUST015359,CLM020277,2026-08-22 20:35:30,DOCX,1296,investigation_note,INVESTIGATION NOTE. Case relates to claimant Cynthia Miller. Flagged for review due to unusual document upload pattern following identity change on 2025-03-14. Staff override recorded by Nathaniel Doyle. Supporting documents received by email attachment. Follow-up scheduled with the claims handler within 5 working days.,,0,0.78,MEDIUM
